id,Insult
1500.0,0.0095
1501.0,0.3700
1502.0,0.4092
1503.0,0.0021
1504.0,0.0118
1505.0,0.1191
1506.0,0.7359
1507.0,1.4612
1508.0,0.0796
1509.0,0.5883
1510.0,0.1030
1511.0,0.0062
1512.0,0.8260
1513.0,0.9998
1514.0,0.2466
1515.0,0.2657
1516.0,0.0354
1517.0,0.2350
1518.0,0.2991
1519.0,0.1091
1520.0,0.0033
1521.0,0.6465
1522.0,0.8479
1523.0,0.0664
1524.0,0.0479
1525.0,0.1414
1526.0,0.0440
1527.0,0.9969
1528.0,0.8830
1529.0,0.0038
1530.0,0.0141
1531.0,0.4369
1532.0,0.2657
1533.0,0.2657
1534.0,0.7099
1535.0,0.9999
1536.0,0.0806
1537.0,0.2534
1538.0,0.0882
1539.0,0.4508
1540.0,0.2767
1541.0,0.2925
1542.0,0.0004
1543.0,0.4362
1544.0,0.9299
1545.0,0.0063
1546.0,3.6302
1547.0,0.2512
1548.0,0.1166
1549.0,0.1817
1550.0,0.0712
1551.0,0.1296
1552.0,0.0041
1553.0,0.0341
1554.0,0.9999
1555.0,0.0388
1556.0,0.9996
1557.0,0.0327
1558.0,0.0933
1559.0,0.4127
1560.0,0.0004
1561.0,0.4927
1562.0,0.5686
1563.0,0.7843
1564.0,0.9638
1565.0,0.0627
1566.0,0.2324
1567.0,0.0797
1568.0,0.0679
1569.0,0.0197
1570.0,0.7346
1571.0,0.3916
1572.0,0.2657
1573.0,0.7891
1574.0,0.0354
1575.0,0.7483
1576.0,0.2132
1577.0,0.0002
1578.0,0.2265
1579.0,0.7370
1580.0,0.5070
1581.0,0.8585
1582.0,0.9254
1583.0,0.3413
1584.0,0.5916
1585.0,0.0029
1586.0,0.0546
1587.0,0.9994
1588.0,0.0592
1589.0,0.0211
1590.0,5.8164
1591.0,0.9904
1592.0,0.5929
1593.0,0.5161
1594.0,0.0875
1595.0,0.6484
1596.0,2.0672
1597.0,0.0066
1598.0,0.4561
1599.0,0.0582
1600.0,0.0078
1601.0,0.7698
1602.0,0.6147
1603.0,0.3787
1604.0,0.3068
1605.0,0.2840
1606.0,0.9866
1607.0,0.7966
1608.0,0.0786
1609.0,0.8476
1610.0,0.0116
1611.0,0.3478
1612.0,0.1407
1613.0,0.7359
1614.0,0.6216
1615.0,0.0684
1616.0,0.9993
1617.0,0.8703
1618.0,0.9993
1619.0,0.9185
1620.0,0.1494
1621.0,0.0327
1622.0,0.9227
1623.0,0.0559
1624.0,0.9031
1625.0,0.9987
1626.0,0.1635
1627.0,0.0043
1628.0,0.1407
1629.0,0.7456
1630.0,0.6722
1631.0,0.9681
1632.0,0.1044
1633.0,0.2785
1634.0,0.2957
1635.0,0.6338
1636.0,0.3052
1637.0,0.1261
1638.0,0.8247
1639.0,0.0084
1640.0,0.0693
1641.0,0.0457
1642.0,0.6421
1643.0,0.8875
1644.0,0.4423
1645.0,0.6387
1646.0,0.1359
1647.0,0.6577
1648.0,0.7557
1649.0,0.3972
1650.0,0.3583
1651.0,0.2265
1652.0,0.6240
1653.0,0.1919
1654.0,0.6868
1655.0,0.9205
1656.0,0.9724
1657.0,0.2284
1658.0,0.2038
1659.0,0.0003
1660.0,0.9894
1661.0,0.8285
1662.0,0.2830
1663.0,0.0990
1664.0,0.3889
1665.0,0.2657
1666.0,0.9995
1667.0,0.5666
1668.0,0.3327
1669.0,0.9613
1670.0,0.0415
1671.0,0.3175
1672.0,0.0525
1673.0,0.7710
1674.0,0.6977
1675.0,0.5842
1676.0,0.9993
1677.0,0.7950
1678.0,0.6425
1679.0,0.3924
1680.0,0.4539
1681.0,0.0824
1682.0,0.3478
1683.0,0.1801
1684.0,0.0910
1685.0,0.2473
1686.0,0.1797
1687.0,0.9743
1688.0,0.9994
1689.0,0.9861
1690.0,0.0906
1691.0,0.5116
1692.0,0.9999
1693.0,0.6668
1694.0,0.5669
1695.0,0.6717
1696.0,0.2857
1697.0,0.0309
1698.0,0.0710
1699.0,0.1431
1700.0,0.0429
1701.0,0.4149
1702.0,0.8318
1703.0,0.0698
1704.0,0.7763
1705.0,0.1227
1706.0,0.1622
1707.0,0.4677
1708.0,0.7359
1709.0,0.5852
1710.0,0.5234
1711.0,0.5516
1712.0,0.9931
1713.0,0.2388
1714.0,0.1494
1715.0,0.1582
1716.0,0.9452
1717.0,0.1191
1718.0,0.0616
1719.0,0.0867
1720.0,0.6461
1721.0,0.8889
1722.0,0.0019
1723.0,0.7891
1724.0,0.6809
1725.0,0.0006
1726.0,0.5088
1727.0,0.2885
1728.0,0.9494
1729.0,0.2884
1730.0,0.9996
1731.0,0.0354
1732.0,0.7760
1733.0,0.1244
1734.0,0.2657
1735.0,0.7805
1736.0,0.0239
1737.0,0.6254
1738.0,1.0
1739.0,0.6064
1740.0,0.7132
1741.0,0.1202
1742.0,0.9527
1743.0,0.0219
1744.0,0.0884
1745.0,0.0655
1746.0,0.8756
1747.0,0.1865
1748.0,0.4362
1749.0,0.9890
1750.0,0.1059
1751.0,0.5480
1752.0,0.0798
1753.0,0.3478
1754.0,0.5581
1755.0,0.2846
1756.0,0.2637
1757.0,0.9999
1758.0,0.9912
1759.0,0.5260
1760.0,0.7728
1761.0,0.9999
1762.0,0.1268
1763.0,0.5614
1764.0,0.7905
1765.0,0.3052
1766.0,0.5377
1767.0,0.2657
1768.0,0.9999
1769.0,0.0122
1770.0,0.9998
1771.0,0.3052
1772.0,0.9789
1773.0,0.2899
1774.0,0.6895
1775.0,0.9642
1776.0,0.7435
1777.0,0.1878
1778.0,0.9529
1779.0,0.0985
1780.0,0.3589
1781.0,0.0180
1782.0,0.0070
1783.0,0.9709
1784.0,0.9992
1785.0,0.5347
1786.0,0.6371
1787.0,0.6798
1788.0,0.9819
1789.0,0.3736
1790.0,0.2657
1791.0,0.9999
1792.0,0.0027
1793.0,0.2036
1794.0,0.0200
1795.0,0.9098
1796.0,1.0
1797.0,0.8203
1798.0,0.7607
1799.0,0.1747
1800.0,0.5016
1801.0,0.0326
1802.0,0.8062
1803.0,0.6150
1804.0,0.1213
1805.0,0.9891
1806.0,0.1978
1807.0,0.6159
1808.0,0.4486
1809.0,0.2657
1810.0,0.0263
1811.0,0.3255
1812.0,0.3343
1813.0,0.0635
1814.0,0.7250
1815.0,0.3694
1816.0,0.2526
1817.0,0.0717
1818.0,0.9989
1819.0,0.0026
1820.0,0.2657
1821.0,0.8794
1822.0,0.9327
1823.0,0.6584
1824.0,0.9794
1825.0,0.1494
1826.0,0.9879
1827.0,0.2215
1828.0,0.2848
1829.0,0.0672
1830.0,0.7355
1831.0,0.1477
1832.0,0.4544
1833.0,0.1210
1834.0,0.7920
1835.0,0.9946
1836.0,0.2336
1837.0,0.4677
1838.0,0.9637
1839.0,0.7321
1840.0,0.6037
1841.0,1.0
1842.0,4.8428
1843.0,0.4227
1844.0,0.8237
1845.0,0.0131
1846.0,0.0294
1847.0,0.2185
1848.0,0.0015
1849.0,0.2413
1850.0,0.9726
1851.0,0.2660
1852.0,0.8919
1853.0,0.0332
1854.0,0.5234
1855.0,0.2731
1856.0,0.9781
1857.0,0.7302
1858.0,0.1048
1859.0,0.7214
1860.0,0.5053
1861.0,0.5742
1862.0,0.0001
1863.0,0.5055
1864.0,0.3373
1865.0,0.4113
1866.0,0.1356
1867.0,0.0432
1868.0,0.1770
1869.0,0.9801
1870.0,0.9999
1871.0,0.9999
1872.0,0.1127
1873.0,0.2657
1874.0,0.0490
1875.0,0.1731
1876.0,0.4012
1877.0,0.4444
1878.0,0.5176
1879.0,0.9292
1880.0,0.3175
1881.0,0.4348
1882.0,0.8426
1883.0,0.9991
1884.0,2.2769
1885.0,0.7905
1886.0,0.9612
1887.0,0.0957
1888.0,0.0437
1889.0,0.7273
1890.0,0.9999
1891.0,0.9746
1892.0,0.2640
1893.0,3.0774
1894.0,0.1261
1895.0,0.0168
1896.0,0.2424
1897.0,0.2691
1898.0,0.4289
1899.0,0.9099
1900.0,0.9913
1901.0,0.7354
1902.0,0.0007
1903.0,0.0455
1904.0,0.1089
1905.0,0.1342
1906.0,0.0026
1907.0,0.7147
1908.0,0.0248
1909.0,0.0033
1910.0,0.9999
1911.0,5.7632
1912.0,0.9218
1913.0,0.7263
1914.0,0.1832
1915.0,0.2935
1916.0,0.8375
1917.0,0.8866
1918.0,0.2284
1919.0,0.9999
1920.0,0.1740
1921.0,0.9783
1922.0,0.0727
1923.0,0.1740
1924.0,0.6155
1925.0,0.1077
1926.0,4.9659
1927.0,0.1028
1928.0,0.0554
1929.0,0.0661
1930.0,0.4110
1931.0,0.1799
1932.0,0.0062
1933.0,0.3878
1934.0,0.2616
1935.0,0.3502
1936.0,0.4116
1937.0,0.0085
1938.0,0.1176
1939.0,0.8285
1940.0,0.9999
1941.0,0.9192
1942.0,0.3053
1943.0,0.1946
1944.0,0.8157
1945.0,0.9999
1946.0,0.5068
1947.0,0.1551
1948.0,0.7651
1949.0,0.2421
1950.0,0.0861
1951.0,0.3117
1952.0,4.8791
1953.0,0.8101
1954.0,0.1421
1955.0,0.0927
1956.0,0.3339
1957.0,0.4195
1958.0,0.7359
1959.0,0.5771
1960.0,0.2512
1961.0,0.9440
1962.0,0.4088
1963.0,0.3856
1964.0,0.2551
1965.0,0.9248
1966.0,0.9992
1967.0,0.5324
1968.0,0.3137
1969.0,0.3052
1970.0,0.9996
1971.0,0.9917
1972.0,0.5267
1973.0,0.2006
1974.0,0.1353
1975.0,0.9882
1976.0,0.9536
1977.0,8.5944
1978.0,0.6021
1979.0,0.9999
1980.0,0.9997
1981.0,0.0003
1982.0,0.8285
1983.0,0.0195
1984.0,0.3133
1985.0,0.4201
1986.0,0.5714
1987.0,0.2277
1988.0,0.2053
1989.0,0.3895
1990.0,0.0200
1991.0,0.4932
1992.0,0.4901
1993.0,0.6333
1994.0,0.9935
1995.0,0.3727
1996.0,0.9776
1997.0,0.2623
1998.0,0.0837
1999.0,0.7797
2000.0,0.5100
2001.0,0.6202
2002.0,0.2333
2003.0,0.3972
2004.0,0.0308
2005.0,0.1116
2006.0,0.6182
2007.0,0.9996
2008.0,0.9850
2009.0,0.2657
2010.0,0.4362
2011.0,1.9355
2012.0,0.0175
2013.0,0.9999
2014.0,0.9636
2015.0,0.1530
2016.0,0.2927
2017.0,0.8993
2018.0,0.0004
2019.0,0.0822
2020.0,0.0559
2021.0,0.7505
2022.0,0.3345
2023.0,0.9863
2024.0,2.8803
2025.0,0.1694
2026.0,0.9783
2027.0,0.0468
2028.0,0.9995
2029.0,0.0979
2030.0,0.2776
2031.0,0.0212
2032.0,0.4211
2033.0,0.1626
2034.0,5.9376
2035.0,0.4846
2036.0,0.8251
2037.0,0.9663
2038.0,0.0011
2039.0,0.4683
2040.0,0.4677
2041.0,0.0189
2042.0,0.0004
2043.0,0.6639
2044.0,0.4204
2045.0,0.6872
2046.0,0.0027
2047.0,0.0002
2048.0,0.7359
2049.0,0.1322
2050.0,0.8421
2051.0,0.2665
2052.0,0.2512
2053.0,0.0046
2054.0,0.2350
2055.0,0.5870
2056.0,0.9996
2057.0,0.6135
2058.0,0.2705
2059.0,0.9999
2060.0,0.2780
2061.0,0.9550
2062.0,0.9973
2063.0,0.0017
2064.0,0.9297
2065.0,1.0492
2066.0,0.0608
2067.0,0.3666
2068.0,0.1995
2069.0,0.2657
2070.0,0.6054
2071.0,0.0010
2072.0,0.2657
2073.0,0.4255
2074.0,0.7695
2075.0,2.6652
2076.0,0.0002
2077.0,0.6543
2078.0,0.9927
2079.0,0.7788
2080.0,0.4389
2081.0,0.9841
2082.0,0.0396
2083.0,0.3539
2084.0,0.9450
2085.0,0.0095
2086.0,0.2567
2087.0,0.5494
2088.0,0.7653
2089.0,0.4918
2090.0,0.1266
2091.0,0.2688
2092.0,0.0159
2093.0,0.0169
2094.0,0.0001
2095.0,0.2478
2096.0,0.2657
2097.0,0.6075
2098.0,0.0266
2099.0,0.9994
2100.0,0.0973
2101.0,0.5644
2102.0,0.4291
2103.0,0.0124
2104.0,0.9962
2105.0,0.9503
2106.0,1.0
2107.0,0.2265
2108.0,0.4368
2109.0,0.0049
2110.0,0.2154
2111.0,0.1582
2112.0,0.5972
2113.0,0.7359
2114.0,0.8876
2115.0,0.3052
2116.0,0.1322
2117.0,0.1494
2118.0,0.5376
2119.0,0.2721
2120.0,0.8093
2121.0,0.1570
2122.0,0.3251
2123.0,0.1776
2124.0,0.9679
2125.0,0.0935
2126.0,0.9938
2127.0,0.7868
2128.0,0.1730
2129.0,0.7399
2130.0,0.8890
2131.0,0.1209
2132.0,0.7157
2133.0,0.2964
2134.0,0.0777
2135.0,0.9999
2136.0,0.2657
2137.0,0.7274
2138.0,0.2172
2139.0,0.9976
2140.0,0.1191
2141.0,0.2601
2142.0,3.6893
2143.0,0.9062
2144.0,0.1852
2145.0,0.5113
2146.0,0.0524
2147.0,0.2424
2148.0,0.6804
2149.0,0.2625
2150.0,0.0356
2151.0,0.2199
2152.0,0.0038
2153.0,0.2736
2154.0,0.2991
2155.0,0.7805
2156.0,0.1160
2157.0,0.0440
2158.0,0.9999
2159.0,0.2025
2160.0,0.9999
2161.0,0.0014
2162.0,0.2344
2163.0,0.6719
2164.0,0.7608
2165.0,0.4195
2166.0,0.7199
2167.0,0.0944
2168.0,0.6075
2169.0,0.9995
2170.0,0.9714
2171.0,0.0863
2172.0,0.8285
2173.0,2.9588
2174.0,0.9975
2175.0,0.4677
2176.0,0.9595
2177.0,0.0049
2178.0,0.3117
2179.0,0.9979
2180.0,0.4043
2181.0,0.1582
2182.0,0.0177
2183.0,0.4810
2184.0,0.4969
2185.0,0.7767
2186.0,0.9555
2187.0,0.8101
2188.0,0.1624
2189.0,8.8459
2190.0,0.4120
2191.0,0.4563
2192.0,0.0002
2193.0,0.5619
2194.0,0.0473
2195.0,0.4780
2196.0,0.4346
2197.0,0.8558
2198.0,0.4156
2199.0,0.9754
2200.0,0.9624
2201.0,0.2949
2202.0,0.0040
2203.0,0.7799
2204.0,0.9973
2205.0,0.8923
2206.0,0.1582
2207.0,0.0516
2208.0,0.8819
2209.0,0.7683
2210.0,0.0100
2211.0,0.9999
2212.0,0.0935
2213.0,0.2657
2214.0,0.0182
2215.0,0.3721
2216.0,0.9610
2217.0,0.2279
2218.0,0.0209
2219.0,0.0418
2220.0,0.9506
2221.0,0.0011
2222.0,0.4362
2223.0,0.2657
2224.0,0.3452
2225.0,0.3175
2226.0,0.9999
2227.0,0.8053
2228.0,0.9880
2229.0,0.0289
2230.0,0.0846
2231.0,0.9747
2232.0,0.9996
2233.0,0.8105
2234.0,0.2086
2235.0,0.0347
